movie_id,genres,movie_id,averagerating,numvotes,ordering
tt2896176,Game-Show,tt2896176,9.0,7,1
tt0154039,History,tt0154039,4.6,64,1
tt2173826,"History,Horror",tt2173826,3.0,47,1
tt4565230,"History,Horror,Mystery",tt4565230,4.7,23,1
tt1743248,"History,Horror,Thriller",tt1743248,5.9,22,1
tt1407085,"History,Music",tt1407085,7.0,443,1
tt6340264,"History,Musical",tt6340264,5.7,674,1
tt4411878,"History,Musical,Romance",tt4411878,7.4,8,1
tt8318556,"History,Mystery,Thriller",tt8318556,7.1,49,1
tt3046080,"History,Romance",tt3046080,5.9,210,1
tt5759434,"History,Romance,War",tt5759434,6.1,560,1
tt3528486,"History,Romance,Western",tt3528486,7.5,17,1
tt2412560,"History,Sci-Fi",tt2412560,5.1,26,1
tt4656810,"History,Sci-Fi,Thriller",tt4656810,2.3,227,1
tt5903964,"History,Sport",tt5903964,9.2,5,1
tt3709552,"History,Thriller",tt3709552,5.5,1251,1
tt1904887,"History,Thriller,War",tt1904887,5.8,877,1
tt4078512,"History,War",tt4078512,8.9,11,1
tt3447676,"History,Western",tt3447676,5.5,198,1
tt0339736,Horror,tt0339736,5.6,2420,1
tt2573822,"Horror,Music",tt2573822,6.6,70,1
tt1984177,"Horror,Music,Mystery",tt1984177,6.0,1217,1
tt1323529,"Horror,Music,Sci-Fi",tt1323529,6.7,69,1
tt2076954,"Horror,Music,Thriller",tt2076954,5.8,65,1
tt1582270,"Horror,Musical",tt1582270,5.5,327,1
tt4194328,"Horror,Musical,Romance",tt4194328,5.2,5,1
tt0768222,"Horror,Mystery",tt0768222,5.9,5392,1
tt0495024,"Horror,Mystery,Romance",tt0495024,5.6,78,1
tt0905372,"Horror,Mystery,Sci-Fi",tt0905372,6.2,111900,1
tt0431021,"Horror,Mystery,Thriller",tt0431021,5.9,53649,1
tt1433330,"Horror,Romance",tt1433330,6.5,13,1
tt2293814,"Horror,Romance,Sci-Fi",tt2293814,4.8,5,1
tt1016090,"Horror,Romance,Thriller",tt1016090,5.9,1878,1
tt1245111,"Horror,Sci-Fi",tt1245111,3.1,408,1
tt0848554,"Horror,Sci-Fi,Thriller",tt0848554,3.8,747,1
tt5958758,"Horror,Sci-Fi,War",tt5958758,5.3,61,1
tt1320098,"Horror,Sport,Thriller",tt1320098,5.4,18,1
tt0112502,"Horror,Thriller",tt0112502,4.1,32,1
tt2365007,"Horror,Thriller,War",tt2365007,5.2,14,1
tt2749034,"Horror,Thriller,Western",tt2749034,7.3,12,1
tt2089863,"Horror,War",tt2089863,3.1,153,1
tt3214700,"Horror,Western",tt3214700,5.2,10,1
tt10346206,Music,tt10346206,8.4,26,1
tt2182099,"Music,Musical",tt2182099,6.9,34,1
tt2392706,"Music,Musical,Romance",tt2392706,8.4,10,1
tt1954785,"Music,Mystery",tt1954785,9.0,5,1
tt2039345,"Music,Mystery,Thriller",tt2039345,5.9,16260,1
tt1495997,"Music,Romance",tt1495997,8.1,9,1
tt0466553,Musical,tt0466553,7.8,25,1
tt3573598,"Musical,Mystery,Thriller",tt3573598,5.3,1719,1
tt1588335,"Musical,Romance",tt1588335,5.2,170,1
tt2353824,"Musical,Romance,Thriller",tt2353824,4.7,16,1
tt2018096,"Musical,Sci-Fi",tt2018096,6.7,16,1
tt2801722,"Musical,Thriller",tt2801722,5.7,57,1
tt0865911,Mystery,tt0865911,6.6,11,1
tt2606314,"Mystery,News,Thriller",tt2606314,8.4,92,1
tt0937353,"Mystery,Romance",tt0937353,1.7,201,1
tt2414766,"Mystery,Romance,Sci-Fi",tt2414766,6.8,12866,1
tt1654523,"Mystery,Romance,Thriller",tt1654523,6.8,16694,1
tt1823684,"Mystery,Sci-Fi",tt1823684,5.9,588,1
tt1219289,"Mystery,Sci-Fi,Thriller",tt1219289,7.4,492490,1
tt0463960,"Mystery,Thriller",tt0463960,3.6,1470,1
tt1510983,"Mystery,Thriller,Western",tt1510983,5.2,379,1
tt2097994,News,tt2097994,5.6,12,1
tt3402720,Reality-TV,tt3402720,4.7,7,1
tt0850678,Romance,tt0850678,6.1,15,1
tt2306633,"Romance,Sci-Fi",tt2306633,5.6,209,1
tt1385826,"Romance,Sci-Fi,Thriller",tt1385826,7.1,227616,1
tt2005153,"Romance,Sport",tt2005153,5.5,658,1
tt1337338,"Romance,Thriller",tt1337338,5.4,180,1
tt2243249,"Romance,War",tt2243249,6.5,10,1
tt6281242,"Romance,Western",tt6281242,6.8,1564,1
tt0283440,Sci-Fi,tt0283440,6.6,16,1
tt0847825,"Sci-Fi,Thriller",tt0847825,4.8,1503,1
tt1301309,"Sci-Fi,Western",tt1301309,7.0,27,1
tt1461432,Sport,tt1461432,7.6,63,1
tt3259276,"Sport,Thriller",tt3259276,5.9,246,1
tt0293069,Thriller,tt0293069,6.6,1053,1
tt1561768,"Thriller,War",tt1561768,6.1,7054,1
tt1530983,"Thriller,Western",tt1530983,6.4,7874,1
tt1512306,War,tt1512306,9.0,5,1
tt0840789,Western,tt0840789,6.1,70,1
